Date,ASIANPAINT,AXISBANK,BAJFINANCE,BAJAJFINSV,BHARTIARTL,HCLTECH,HDFC,HDFCBANK,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
4-Sep-17,1196.5,502.35,1799,5370.3,415.85,858.2,1755.55,1752.25,1196.95,297.15,1667.75,901.3,282.6,978.85,1129.95,1328.15,7803.75,6858.75,167.9,216.9,1611.35,277.8,500.55,384.4,646.1,2457.8,415.8,613.1,3987.8,297.35
5-Sep-17,1204.9,502.5,1787.5,5399.95,406.5,859.15,1767,1756.5,1202.7,297.8,1683.5,901.1,282.4,987,1129,1324.9,7816.3,7022.95,169.3,215.9,1633,277.3,493.4,387.4,651.05,2477.65,427.1,639.65,4099.65,297.2
6-Sep-17,1205.4,493.5,1857.75,5455.55,402.95,850.75,1774.85,1759.8,1203.6,295.25,1685.35,895.7,275.55,996.2,1117.95,1316.45,7851.15,6949.7,169.95,213.95,1644.6,274.2,475,383.4,651.45,2456.45,422.95,640.45,4153.4,297.2
7-Sep-17,1199.6,496.5,1958.8,5614.45,397.45,857.4,1778.85,1770.6,1209.1,292.7,1702.95,895.55,270.35,995.5,1126.5,1338.75,7912.2,7137.75,169.7,215.8,818.9,274.5,480.05,378.9,654.55,2458.95,425.55,637.4,4113.5,298.95
8-Sep-17,1202.65,493.25,1893.25,5597.3,403.2,860.4,1778.25,1788,1206.75,292,1696.4,884.4,272.45,1007.6,1172.3,1294.7,7972.8,7194.8,167.6,213.15,817.15,271.95,471.05,375.05,655.5,2470.15,429.95,632.1,4126.75,300.4
11-Sep-17,1236.85,493.2,1920.6,5732.35,401.9,861.3,1781.35,1822.9,1219.05,291,1790.65,878.55,273.8,1006.15,1216.9,1280.5,8145,7293.65,170.4,215.5,818.1,270.85,468.65,375.4,661.3,2463.55,440.3,632.9,4165.7,301.25
12-Sep-17,1255.2,495.55,1894.35,5690.7,404.9,864.15,1797.4,1834.15,1246.65,291.1,1741.65,883.85,277.55,1021.9,1228.35,1301.75,8161.1,7371.5,169.9,215.25,823.3,273.5,483.5,387.2,683.15,2486.8,440.05,637.05,4222.15,298.25
13-Sep-17,1252.25,498.8,1905.5,5709.8,401,870.85,1777.3,1842.6,1250.75,291.95,1742.35,883.55,271.5,1019.6,1222.75,1304.35,8121.05,7253.35,168.9,213.75,849.1,273.35,502.95,389.8,679.7,2488.1,439.5,630.5,4173.1,296.05
14-Sep-17,1245.25,519.75,1913.75,5684.1,398.2,880.25,1771.45,1843.2,1246.8,293.85,1727.2,892.3,271.85,1007.7,1214.7,1290.55,8071.25,7252.6,168.6,213.3,844.2,273.9,524.25,403.9,677.65,2485.05,440.65,633.75,4202.25,283.9
15-Sep-17,1244.15,517.55,1902.15,5673.6,395.65,886.5,1770.85,1848.85,1245.5,291.95,1701.05,908.6,269.35,1009,1212.45,1293,8088.2,7335.3,167.3,213.45,843.4,272.05,523.8,401.25,679.3,2498.55,443,631.85,4204.55,285.75
18-Sep-17,1255.85,523.55,1912.75,5628.8,396.8,897.95,1770.9,1860,1279.5,292.6,1745.7,908.45,266.8,1018.85,1237.8,1294.85,8154.45,7290.7,168,214.9,845.4,270.15,521,405.35,673.05,2499.05,444.75,645.7,4200.8,288.6
19-Sep-17,1253.05,520.85,1911.55,5635.6,394.7,893.9,1752.85,1851.55,1279.9,294.35,1746,911.3,267.8,1034.45,1226.4,1294.05,8148.3,7272.1,168.9,215.4,840,267.8,516.6,423.9,676.55,2498.3,446.45,640.1,4186.95,288.9
20-Sep-17,1238.75,519.35,1904.6,5606.6,396.25,886.7,1766.6,1849.15,1258.7,290.8,1727.75,912,271.2,1025.45,1235.2,1292.85,8122.05,7223,167.45,212.85,847.1,270.55,506.45,415.5,687.65,2492.4,448.5,630.45,4196.95,291.75
21-Sep-17,1229.8,512.25,1916.65,5485.2,399.5,870.1,1788.85,1839.7,1254.8,285,1728.95,909.55,269.45,1030.55,1227.75,1292.65,8132.65,7143.9,168.1,211.25,841.3,268.5,519.55,413.3,686.85,2525.85,460.25,618.6,4168.5,291.15
22-Sep-17,1215.15,505.05,1860.3,5232.3,395.1,884.6,1782.5,1824.55,1239.55,277.1,1707.9,898.05,268.25,1022.65,1184.9,1286.45,8074.55,7167.9,166.2,209.75,817.5,261.9,513.3,411.2,654.55,2502.35,458.45,601.85,3994.2,294.05
25-Sep-17,1196.25,501.3,1794.9,5122.2,389.45,872.65,1754.7,1798.95,1246.35,279.5,1698.3,896.65,262.4,999.7,1164.65,1259.35,7952.8,7131.4,166.05,210.15,820.45,258.65,505.9,408.2,640.15,2508.2,451.55,602.5,3910.95,291.6
26-Sep-17,1172.2,510.4,1839.15,5166.6,387.3,873.15,1739.85,1791.35,1217.55,282.7,1688.9,906.45,262.1,994.45,1159.85,1246.05,7885.55,7072.15,166.85,210.75,819.2,257.9,507.45,410.9,654.15,2474.9,446,591.55,3914.05,290.25
27-Sep-17,1161,505.5,1809.05,5076.95,385.35,874.85,1718.95,1775.65,1207,276.25,1665.55,898.65,258.6,980.15,1139.05,1231.05,7733.9,7100.2,164.95,207.45,798.6,250.45,494.95,403.9,648.35,2490.15,449.95,587.1,3798.65,288.6
28-Sep-17,1129.25,511.75,1841.05,5041.95,382.4,873.15,1740.25,1794.6,1203.7,275.55,1678.95,895.7,261.15,1004,1132.85,1234.65,7897.15,7155,165.7,209.3,786.75,252.8,500.9,401.1,649.95,2478.45,453.45,575.6,3862.45,285.85
29-Sep-17,1117.05,508.8,1834.95,5146.55,388.65,874.5,1740.7,1803.05,1175.15,276.95,1679.05,898.75,258.25,1001.9,1141.2,1253.75,7973.15,7222.25,167.25,210.65,782.15,253.75,503.2,401.25,651.05,2437,457.25,582.7,3852.8,280.95
3-Oct-17,1147.45,508.5,1863.8,5323.5,385.65,882.5,1762.55,1808.7,1186.55,278.45,1690.65,903.95,261.35,1006.3,1134.35,1265.2,7888.5,7313.1,168.35,206.1,798.35,251.3,502.8,416.4,660.65,2447.05,463.2,599.5,3898.35,283.05
4-Oct-17,1154.6,505.3,1864.25,5282.4,376.95,886,1767.75,1796.8,1197.4,276,1696.9,899.8,267.35,1028,1137.85,1289.05,7842.8,7325.6,167.8,209,819.2,253.35,517.8,423.4,658.7,2442.55,464.1,600.8,3866.05,283.1
5-Oct-17,1152.3,501.15,1865.8,5251.55,377.75,891.35,1752.4,1799.45,1188.05,271.75,1690.75,903.1,265.55,1031.15,1132.1,1300.6,7838.4,7257,170.8,204.85,824.2,251.35,514,423.15,660.2,2430.15,450.65,595.75,3897.2,283.7
6-Oct-17,1158.9,504.45,1920.35,5305.4,382.3,904.4,1740,1799.3,1205.5,272.25,1681.55,919.45,266.05,1037.15,1142.45,1302,7909.85,7341.7,175.45,204.8,836.85,256.65,530.4,424.2,691.4,2445.15,455.35,597,3925.05,286.25
9-Oct-17,1159.35,505.15,1934.65,5297.85,379.4,902.05,1749.65,1794.95,1220.15,271.85,1699.5,923.65,268,1049.95,1140.9,1304.9,7892.75,7291,174.25,201.35,830.75,256.5,529.95,425.9,697.15,2452.55,463.55,617.75,3964.6,286.55
10-Oct-17,1162.45,513.95,1951.75,5336.7,384.05,898.4,1744.7,1802.65,1208.15,269.25,1724.1,935.6,265.8,1054.85,1142.8,1302.8,7897.75,7288.3,175.15,204.6,843.4,256.65,527.3,423.8,690.65,2459.55,464.9,615.5,3963.15,286.55
11-Oct-17,1160.45,515.55,1923.7,5308.15,403.4,908,1750.25,1790.4,1217.4,267.3,1717.35,930.6,265.4,1044.05,1133.3,1319.7,7820.05,7292.2,174.9,202.75,840.4,251.6,525.8,415.25,681,2500.5,466.3,611.85,3951.55,290.65
12-Oct-17,1160.1,524.65,1951.8,5389.95,400.05,912.95,1755.2,1815.45,1238.2,267.55,1742.6,927.15,267,1058.4,1142.65,1339.1,7904.4,7380.75,176.6,202.7,872.5,251.6,539.4,420.3,690.85,2548.55,474,623.55,3922.1,292.45
13-Oct-17,1171.9,529.45,1954.85,5370.35,431.6,923.5,1765.3,1853.45,1246.6,271.4,1750.15,931.9,265.85,1081.7,1138.5,1326.4,7872.2,7340.65,175.95,205.55,876.7,252.45,534.7,424.45,710.6,2556.75,475.05,625.4,4003.3,291.85
16-Oct-17,1170.25,520.7,1888.85,5350.7,453,923.35,1763.9,1857.15,1279.35,274.05,1717.35,939.3,267.5,1084.6,1144.85,1367.3,7847.5,7281.35,175.45,205.55,875.2,252.25,548.15,436.55,715.4,2585.1,474.25,626.95,4004.2,290.05
17-Oct-17,1194.4,513.2,1867.05,5356.5,465.95,921,1759.65,1850.85,1279.7,273.9,1708.15,931.45,267.2,1079.35,1148.65,1373.4,7849.55,7365.35,175.95,204.9,874.25,251.15,547.2,432,712.45,2594.85,471.9,625.4,4088.25,289.5
18-Oct-17,1180,464.35,1869.2,5310.65,461.55,923.4,1752.1,1869.6,1264.2,263.05,1710.95,924.45,270.35,1097.4,1141.2,1371.3,7789.6,7249.8,178,213.1,913.75,244.2,540.35,433.55,709.35,2589.05,458.5,613.25,4090.75,295.05
19-Oct-17,1180.2,460.35,1846.8,5299.7,473.85,921.65,1747.45,1850.35,1259.35,257.85,1694.6,927.1,269.6,1079.35,1141,1374.45,7736.35,7235,175.15,210.6,910.35,242.5,535.6,427.25,704.4,2580.95,458.55,607.05,4024.05,291.85
23-Oct-17,1172.4,449.9,1833.5,5293.9,497.5,935.1,1720.9,1862.65,1248.65,262.55,1695.9,939.65,266.75,1061.95,1134.8,1367.05,7819.4,7245.2,176.65,212.7,938.1,245.75,540.25,422.3,711.35,2585.95,462.1,604.05,4209.05,296.6
24-Oct-17,1220.5,451.85,1826.4,5251.35,501.65,913.45,1722.7,1865.15,1271.25,266.45,1664.7,926.75,267.1,1067.7,1140,1352.5,7875.35,7243.55,181.65,214.75,934.75,254.5,534.45,415.8,719.4,2580.6,454.9,606.05,4211.2,296.3
25-Oct-17,1202.6,472.7,1727.3,4996.2,515.5,907,1677.9,1794.5,1273.55,305.6,1593.7,935.4,269.35,1009.7,1204.45,1364.4,7871.8,7153.25,183.35,215.55,939.95,324.7,523.25,422,717.1,2561.75,468.25,590.65,4464.7,298.95
26-Oct-17,1191,484.4,1750.1,4991.45,510.55,870.8,1688.55,1798,1271.35,299.25,1617.3,947.5,268.5,1018.75,1224.65,1371.45,8076.5,7136.55,184.65,212,947.25,320.65,530.95,419.35,729.45,2543,477.25,585.65,4488.3,301.85
27-Oct-17,1187.1,484.5,1813.85,5041.8,485.1,857.7,1698,1793.1,1257.4,300.95,1626.7,947.45,269.35,1032.65,1223.5,1385.95,8114.8,7165.7,182.45,211.2,929.45,310.95,550.35,430.05,726.25,2579.2,476.15,589.95,4435.4,296.6
30-Oct-17,1183.2,484.3,1803.2,4978.75,492.8,835.9,1705.5,1813.9,1235.9,300.55,1619.6,944.65,265.15,1028.6,1236,1374.45,8193.55,7209.75,182.5,212.5,940.15,312.1,553.15,435.8,718.8,2613,485.55,617.5,4469.15,293.2
31-Oct-17,1180.7,523.05,1799.65,5024.2,497.65,855.55,1707.35,1808.8,1236.85,299.95,1627,921.65,266.1,1024.55,1220.6,1345,8217.1,7221.1,180.5,212.75,940.8,305.8,553.4,428.55,703.65,2616.3,481.35,634.3,4401.25,294
1-Nov-17,1174.7,533.75,1803.6,5020.3,538.4,838.15,1751.35,1820.4,1259.65,313.2,1641.5,926.25,269.7,1024,1215.45,1350.1,8235.05,7310.45,180.15,210.5,952.3,319.8,548.45,436.75,707.05,2602.5,489,635.7,4420.7,293.1
2-Nov-17,1178.5,530.1,1810.75,4977.7,543.1,855.7,1761.5,1822.2,1239.8,316.65,1628.8,922.9,265.6,1019.7,1211.05,1335.25,8215.3,7268.15,180.5,215,947.1,314.95,563.2,434.8,706,2625.8,467.8,655.7,4398,293.05
3-Nov-17,1173.4,540,1835.15,5021.95,541.35,847.55,1775.35,1831.25,1238.1,315.85,1674.6,926.65,265.4,1015.6,1235,1331.15,8216.4,7408.55,182.15,210.6,945.6,325,552.2,446.9,708.9,2612.7,463.5,659.4,4368.8,294.3
6-Nov-17,1162.4,533.55,1819.45,5006,532.75,848.5,1784.3,1831,1240.15,316.15,1647.65,928.6,264.8,1008.7,1222.95,1364.35,8301.55,7597.35,179.25,210.75,934.45,328.95,541.4,461.55,708.75,2667,460.3,784.55,4420.65,299.5
7-Nov-17,1142.3,527.1,1801.6,4974.55,514.35,876,1764.25,1824.05,1234.6,312.2,1649.7,955.7,265.65,1012.3,1210.8,1354.55,8235.25,7695,178.4,208.05,906.65,317.2,527.85,451.9,692.55,2708.35,470.95,753.45,4361.25,302.1
8-Nov-17,1170.95,545.05,1775.5,5027.45,495.15,878.4,1747.05,1826.3,1236.9,305.8,1666.3,951.95,265.4,1011.25,1218.25,1366.55,8229.75,7827.9,176.05,209.05,888.25,309.75,537.8,438.7,691.8,2730.45,488.75,745.65,4374.75,301.6
9-Nov-17,1195.25,540.6,1755.15,5008.9,503.9,877.4,1725.9,1826.4,1253.3,311.6,1669.55,954.6,260.1,1005.3,1216.6,1361.5,8201.95,7793.05,177.7,208.05,901.55,313.75,534.9,440.3,703.3,2733.85,489.4,777.7,4368.5,302.6
10-Nov-17,1176.45,544.5,1747.5,5020.45,501.8,867.8,1707.75,1819.2,1290.75,318.6,1658.6,960.6,261.35,992.55,1264.05,1393.4,8164.95,7770.1,176.65,211.2,883.5,333.2,527.3,422.65,701.45,2703.3,490.15,782.2,4445.65,302.05
13-Nov-17,1175.1,537.8,1730.4,5000.7,498.05,869.45,1671.1,1814.25,1278.65,314.15,1660.25,951.8,258.35,994.95,1240.35,1411.05,8107.85,7714.65,176.95,211.4,875.15,331.2,532.5,418.2,690.85,2758.9,491.6,764.75,4352.05,298.8
14-Nov-17,1154.25,546.25,1752.1,5008.4,498.05,869.2,1662.65,1802,1283.45,313.85,1636.8,949.45,256.55,999.35,1209.85,1429.9,8128,7648.45,176.95,206.75,886.2,329.2,526.15,414.55,685.2,2716.75,488.8,773.15,4356.95,299.05
15-Nov-17,1176.85,542.1,1715,4913.25,487.35,848.35,1651.9,1798.75,1264.8,315.55,1596.8,951.95,252.8,1012.2,1207.8,1414.75,8122.9,7704.65,173.95,207.1,882.4,325.2,505.05,408.6,678.05,2706.15,495.2,769.9,4315.45,296.2
16-Nov-17,1180.05,542.55,1759.8,4984.55,489.9,850.9,1663.95,1805.5,1276.6,319.15,1603.55,988.6,255.05,1017,1217.55,1415,8165.5,7659.6,176.7,208.45,902.45,333.45,508.65,413.5,686.65,2746.6,498.55,770.7,4277.1,297.65
17-Nov-17,1171.1,541.9,1786.7,5134.45,493.55,839.8,1701,1827.1,1278.6,325.1,1630.85,970.95,257.55,1024.05,1221.25,1416.65,8340.7,7689.15,177.45,208.55,909.7,337.4,517.05,421.45,701.35,2710.1,485.05,786.45,4277.3,294.75
20-Nov-17,1168.1,544.85,1805.7,5171,492.65,842.8,1690.15,1836.9,1274,318.5,1646.75,961.35,259.1,1037.4,1227.75,1408.4,8423.7,7721.3,180.15,208.95,918.85,333.05,516.45,422.4,700.7,2704.65,478.05,783.95,4192.9,294.6
21-Nov-17,1161.35,546.75,1805.6,5202.15,503.15,837.4,1692.45,1846.05,1277.2,320.05,1645.55,966.4,256.3,1029.45,1221.7,1418,8423.5,7749.7,183.05,206.8,932.4,330.75,538.05,424.25,711.25,2676.65,493.9,816.55,4161.6,293.95
22-Nov-17,1174.35,540.05,1774.2,5177,498.7,841.3,1718.3,1854,1270.2,318.9,1629.45,966.3,258.1,1025.75,1221.25,1429.55,8514.3,7623.8,181.7,207.05,930.25,335.2,535.2,428.25,711.6,2683.2,482.85,812.25,4224.75,294.15
23-Nov-17,1161.25,544.25,1763.85,5130.8,496.05,853.3,1703.25,1846.7,1269.15,319.1,1642.3,991.4,258.15,1020.95,1216.3,1419.8,8481.85,7624.7,180,209.2,945.15,334.9,544.75,426.1,711.25,2682.75,489.25,805.25,4192.05,293.4
24-Nov-17,1160.05,544.8,1785.45,5157.7,496.3,858.5,1710.15,1851.05,1266.7,317.05,1676.9,1009.95,260.35,1031,1216.3,1434.7,8487.7,7510.1,180.4,211.1,949.5,332.25,548.55,424.95,707.75,2688.75,493.6,828.35,4231.8,292.55
27-Nov-17,1158.2,559.65,1773.1,5149,498.15,860.95,1711.2,1859.1,1260.5,317,1660.1,997.5,259.2,1035.25,1222.6,1432.7,8506.9,7503.3,186.05,209.9,950.7,335.25,550.25,421.15,701.85,2687.05,498.1,831.4,4263.3,294.8
28-Nov-17,1169.95,562.2,1766.65,5238.4,492.2,859.05,1725.55,1862.95,1267.85,313.75,1679.6,984.5,256.95,1028,1212.3,1435.05,8626.2,7496.45,182.55,208.15,942.95,332.65,543.7,415.95,704.25,2684.9,498.05,818.1,4258,294
29-Nov-17,1156.2,549.15,1754.4,5308.35,495.7,853.45,1702.9,1870.3,1277.35,315.05,1671.8,983.3,258.15,1027.25,1217.3,1433.85,8668.95,7501.65,181.85,208.8,945.45,328.8,547.9,414.25,709.3,2658.55,496.25,819.25,4280.9,297.9
30-Nov-17,1147.75,536,1729.35,5223.55,496.85,847.95,1677.85,1852.05,1273.75,307.8,1661.55,974.95,255.65,1000.2,1216.85,1410.5,8602.3,7650,180.9,205.95,922.6,320.45,539.95,404.65,695.15,2634.25,489.3,819.05,4211.05,291.8
1-Dec-17,1136.1,533.6,1712.4,5099.05,483.25,829.55,1659.25,1843.6,1252.35,305.25,1662.2,958.5,255.3,1004.95,1212.6,1409.25,8607.55,7703.65,181.15,202.85,909.85,312.55,525.95,399.15,680.7,2630.55,472.8,805.65,4172.75,289.45
4-Dec-17,1122.8,534.9,1678.35,5054.65,484.8,849.95,1679.55,1837.6,1268.1,304.25,1649.85,985.3,255.05,999.9,1217.85,1400.35,8512.9,7692.35,179.8,202.9,901.5,313.3,520.95,403.4,687.7,2633.35,473.55,805.6,4109.85,290.05
5-Dec-17,1114.25,533.75,1707.1,5013.4,490.5,845.45,1678.75,1823.05,1260.65,305.4,1665.25,984.4,254.05,999.75,1207.3,1389.45,8496.25,7695,176.75,200.15,911.5,319.3,523.65,402.35,675.95,2633.8,466,793.1,4109.9,283.4
6-Dec-17,1104.15,529.8,1674.9,4964.85,483.95,857,1648.95,1802.35,1273.85,299.4,1653.8,990.4,251.45,999.15,1190.05,1370.35,8600.65,7675.85,175.25,200.3,927.5,312.25,511.55,396.8,668.05,2631.45,471.55,775,4033.75,282.3
7-Dec-17,1143.4,534.15,1667.2,5051.65,513.35,859.15,1656.15,1809.05,1292.15,306,1651.65,1000.1,253,1001.05,1219.15,1381,8881.1,7824.2,179.75,202.35,930.65,316.6,510.2,402.15,687.9,2617.65,496.5,800.4,4085.7,281.35
8-Dec-17,1134.35,542.45,1698.95,5126.1,525.15,870.4,1677.25,1839.95,1326.7,310.55,1671.55,1001.55,261.7,1008.9,1219.3,1388.95,9040.85,7921.6,179.95,202.9,920.95,313.15,521.5,411.05,696.85,2601,496.05,812.5,4154.05,283.25
11-Dec-17,1128.1,543.5,1707.15,5102.2,532.5,879.2,1710.9,1849.8,1320.35,311.1,1672.1,1003.5,265.6,1008.65,1221.4,1419,9141.35,7859.45,178.25,203.95,915.9,318.3,528.5,410.2,700,2656,500.1,820.55,4241.1,289.25
12-Dec-17,1118.5,538.3,1698.65,5106.4,523.95,873,1710.55,1824.05,1314.95,307.4,1650.55,1011.1,261.55,1000.6,1202.85,1419.25,9142.75,7910.9,175.8,203,915.05,318.4,520.8,405.7,689.2,2614.15,500.65,821.25,4225.6,287.2
13-Dec-17,1116.55,534.95,1665.9,5061.05,516.95,866.85,1697.45,1821.8,1316.55,303.05,1642.45,1003.45,259.05,1014.95,1189,1412.55,9110.6,7912.15,175.75,200.75,914,313.25,516.8,401.85,682.1,2627.3,501.95,819.95,4273.45,287.2
14-Dec-17,1125.05,541.6,1683.95,5105.3,521,880.75,1709.5,1837.2,1323.65,304.55,1649.65,1012.45,263.9,1025,1188.85,1431.7,9117.95,7879.35,177.25,200,920.55,314.05,514.3,402.8,685.85,2558.55,514.25,816.35,4255.8,287.9
15-Dec-17,1119.95,548.1,1729.85,5178.85,518.95,891.95,1722.85,1873.05,1325.15,303.45,1679.95,1023.45,264.75,1029,1203.3,1482.65,9164,7868.1,177.25,199.4,919.9,312.75,518.2,405.15,694.95,2547.85,501.15,832.75,4322.15,289.8
18-Dec-17,1136.75,548.25,1754.35,5210.1,526.15,885.2,1718.1,1877.95,1331.45,308.85,1680.8,1015.35,263.1,1023.55,1214.85,1522.85,9308.05,7917.1,177.1,200.4,919.4,318.9,528.85,405.5,704.7,2577,493.95,837.75,4310.45,295.3
19-Dec-17,1136.7,552.85,1756.3,5280.3,536.4,869.75,1709.7,1885.15,1347.7,313.6,1672.25,1004.8,264.6,1020,1217.3,1554.5,9804.5,7903.4,180.1,202.75,924,319.45,528.05,419.25,710.3,2575.05,495.05,866.1,4361.1,292.15
20-Dec-17,1134.35,554.9,1765.9,5310.8,528.6,870.85,1692.9,1868.05,1361.35,315.65,1668.4,1013.3,263.3,1013,1230.15,1541.8,9737.65,7950.85,178.55,203.05,918.75,317.25,527.15,421.95,702.55,2588,492.95,863.2,4342.55,296.65
21-Dec-17,1137.1,549.4,1750,5363.4,523.95,887.55,1702.15,1868.15,1348.35,314.75,1659.5,1021.55,263,1011.3,1253.8,742.1,9629.15,7916.15,180.15,203.7,913.05,316.55,528.6,420.25,715.5,2594.1,492.05,860.9,4344.4,297.65
22-Dec-17,1136.5,553.5,1781.65,5421.85,529.1,886.6,1708.35,1877.35,1351.65,316.4,1648.85,1038.4,263.35,1008.5,1266.65,746.05,9700.25,7867.5,179.8,203.2,918.5,319.85,530.5,421.9,710.6,2639.8,492.55,856.1,4286.95,301.1
26-Dec-17,1149.65,554.35,1785.1,5403.45,542.8,887.65,1709.1,1865.7,1347.95,317.5,1662.15,1034.35,264,1014.75,1269.6,741.3,9670.85,7827.55,177.75,202.3,928,316.85,540.45,423.6,721.4,2642.8,493.15,855.1,4322.4,303.25
27-Dec-17,1148.45,554.55,1767.45,5319.85,534,884.1,1708,1857.85,1354.45,312.65,1651.75,1034.05,262.35,1013.3,1258.6,747,9647.15,7741.25,177.6,201.3,922.3,314.15,577.7,422.5,721.8,2621.05,503.05,850.4,4273,305.35
28-Dec-17,1144.6,547.4,1754.65,5312.45,531.05,878.2,1694.5,1874.65,1357.35,314.25,1650,1034,261.3,1004.6,1253.25,750.3,9630.5,7720.9,175.75,199,924.4,308.3,567.9,418.4,734.65,2628.85,498.45,852.4,4276.15,307.55
29-Dec-17,1157.9,562.4,1756.8,5238.4,529.4,890.65,1710.4,1873.55,1368.1,314,1650.25,1039.3,263.1,1009.1,1256.95,751.05,9731.35,7845,177.2,200.35,921.05,309.5,570.8,431.2,732.45,2700.4,503.85,856,4320.8,313.4
1-Jan-18,1146.5,564.85,1726.2,5182.15,528.15,881,1687.35,1857,1347.25,310.55,1626.25,1034.55,262.95,1001.65,1261.8,745.5,9665.45,7851.2,176.4,200.3,911.55,307.05,573.6,425.4,723.7,2654.65,502.6,853.6,4257.5,317.75
2-Jan-18,1142.85,559.7,1722.1,5111.5,516.3,891.7,1702.05,1872.7,1339.45,309.25,1643.65,1029.5,260.95,1002.6,1249.1,752.5,9545.15,7859.55,178.75,200.55,911.4,302.9,571.5,438.85,729.1,2633.75,512.35,845.4,4255.05,318.9
3-Jan-18,1141.1,560.35,1714.25,5104.4,518.45,896.8,1700.9,1852.65,1350.1,315.05,1630.3,1019.1,261,1000.05,1276.15,754.65,9416.75,7855.4,177,201.8,916.35,302.85,569.25,433.2,733.3,2635.2,519.15,856.35,4294.5,310.2
4-Jan-18,1172.05,559.3,1753.35,5053.45,522.45,892.95,1705.5,1857.3,1352.05,314.8,1646.3,1015.3,260.65,1000.3,1315.4,755,9382.25,7870.2,177,200.45,920.25,308.05,581,429.7,760.75,2649.8,520.45,891.7,4340.95,311.5
5-Jan-18,1183.75,563.1,1811.4,5126.95,540,900.05,1725.95,1860.45,1356.5,312.6,1698.5,1012.1,262.9,1003.05,1314.5,756.3,9434.05,7840.35,177.35,200.9,923,306.2,578.75,430.8,770.3,2684.45,523.8,909.05,4395.55,309.75
8-Jan-18,1183.1,565.35,1835.9,5222.6,516.1,898.5,1738.9,1859.7,1367.35,314.15,1718.2,1035.65,265.35,1006.5,1338.1,759.8,9449.2,7952.35,177.45,201,928.45,305.65,591.95,433.7,768.95,2707.75,534.15,924.95,4410.8,311.05
9-Jan-18,1191.9,565.15,1817.85,5168,510,895.75,1735.55,1863.55,1363.35,312.15,1723.25,1041.3,270.5,1006.35,1332.8,760.5,9386.75,7796.15,176.15,200.7,940.9,304.25,586.85,436.55,772.3,2708.45,531.4,932.8,4415.55,317.6
10-Jan-18,1177.4,562.55,1800.7,5182.85,506.35,912.6,1725.35,1862.5,1366.55,312,1734.75,1051.6,269.3,1001.75,1323.85,758.25,9384.15,7825.3,173.95,199.45,941.5,301.05,585.65,432.5,771.85,2807.1,541.2,918,4393.05,326.05
11-Jan-18,1188.85,558.25,1781.7,5149.45,514.75,917.35,1740.8,1870.1,1379,309.45,1698.6,1075.6,269.9,1017.85,1320.3,764.9,9341.5,7855.95,173.1,198.25,937.2,302,588.4,434.45,771.6,2788.4,549.65,907.45,4396.5,321.05
12-Jan-18,1189.65,555.75,1769.95,5054.55,509.4,925.6,1761.25,1865.65,1372.7,317.6,1705.5,1078.4,267.5,1019.4,1329.2,766.1,9460.3,7788.15,172,196.5,946.75,301.8,584.25,436.15,771.05,2772.9,550.45,904.3,4391.25,318.75
15-Jan-18,1201.7,560.7,1741.9,5007.35,504.1,906.9,1869.95,1894.65,1367.1,329.45,1681.5,1080.4,267.25,1039.15,1323.1,759.1,9356.45,7747.2,172.3,199.15,947.6,302.25,576.4,431.75,783.2,2747.2,543.9,919.25,4524.95,316.45
16-Jan-18,1190.35,558.75,1687.6,4957.4,496.9,948.75,1848.7,1903.7,1381.3,334.15,1664.65,1122.9,261.75,1032.6,1323.25,748.45,9320.5,7757.75,172.6,195.85,923.5,296.15,578.1,421.8,766.3,2850.85,557.8,890.45,4543.9,331.9
17-Jan-18,1194.15,584.75,1702,4962.55,500.35,952.3,1859.95,1891.1,1371.85,343.1,1657,1152.25,265.9,1027.2,1352.25,745.05,9312,7758.65,173.3,197,924.65,306.35,583.35,422.75,774.25,2889.45,553.3,894.4,4542.5,325.75
18-Jan-18,1189.75,583.7,1660.35,4923.75,494.5,954.85,1897,1931.8,1357.6,346.1,1679.5,1152.75,272.85,1045.4,1358.8,758.7,9359,7770.7,172.5,197.2,919.3,302.75,576.25,418.8,751.85,2910.1,552.8,885.7,4408.55,326.05
19-Jan-18,1193.4,590.25,1701.95,4968.7,497.75,957.75,1900.45,1951.2,1362.55,353.55,1683.3,1143.25,273.85,1059.95,1371.95,763.9,9321.35,7692.2,172.35,196,929.35,309.05,572,418.95,751.65,2954.75,552.6,892.5,4300.2,328.45
22-Jan-18,1176.7,611.05,1705.2,5054.05,489.7,967.15,1874.15,1963.8,1357.15,351.3,1683,1150.3,273.35,1071.3,1398.95,759.85,9306.65,7658.65,172.35,195,971.2,306.25,576.3,421.55,752.1,3113.15,569.55,908.95,4330.05,320.8
23-Jan-18,1167.7,618.9,1707,5005.25,490.9,993.5,1881.75,1951.3,1366.85,362.05,1722.9,1175.2,276.3,1074.3,1409.55,768.5,9397,7591.6,172.55,196,981.7,318,578.1,418.05,780.05,3103.1,587.85,903.85,4368.1,315.1
